0.000000000000000000e+00,-1.775695919990539551e+00,-1.775695919990539551e+00,4.232352674007415771e-01,4.232352674007415771e-01,1.119210839271545410e+00,1.119210839271545410e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.074380786762781870e-02,-1.510119997489010966e-03,1.913030582800497731e-02,1.074114854537283337e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,-1.775695919990539551e+00,-1.775695919990539551e+00,4.232352674007415771e-01,4.232352674007415771e-01,1.119210839271545410e+00,1.119210839271545410e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.074380786762781870e-02,-1.510119997489010966e-03,1.913030582800497731e-02,1.074114854537283337e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.774383902549743652e+00,-1.775695919990539551e+00,4.226524531841278076e-01,4.232352674007415771e-01,1.120599150657653809e+00,1.119210839271545410e+00,2.624034881591796875e-02,0.000000000000000000e+00,-1.165628433227539062e-02,0.000000000000000000e+00,2.776622772216796875e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-1.710540741350958377e-02,-4.982707303737776705e-02,-9.271163516678128901e-04,1.373654490779565619e-02,1.081878026861241432e-01,1.291373088283912472e-02,-5.736437423787068418e-03,1.366466562434530581e-02,7.641020238868537033e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,-1.773084402084350586e+00,-1.775695919990539551e+00,4.226413965225219727e-01,4.232352674007415771e-01,1.122209548950195312e+00,1.119210839271545410e+00,2.599000930786132812e-02,0.000000000000000000e+00,-2.211332321166992188e-04,0.000000000000000000e+00,3.220796585083007812e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-2.723346273585715294e-02,-5.065740807197424700e-02,-4.758869090744868857e-03,2.835492183102828606e-02,1.071812006858484934e-01,1.841449040359547165e-02,-4.662842931605770333e-03,2.094712629965827383e-02,-1.333091262044287101e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,-1.770677804946899414e+00,-1.775695919990539551e+00,4.196721315383911133e-01,4.232352674007415771e-01,1.129101395606994629e+00,1.119210839271545410e+00,4.813194274902343750e-02,0.000000000000000000e+00,-5.938529968261718750e-02,0.000000000000000000e+00,1.378369331359863281e-01,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-6.695879293003087485e-02,-5.159103022814669898e-02,4.064043494214695899e-03,-5.148513251607138297e-02,1.048864346927174535e-01,2.631249837124120805e-02,-1.679346716665646236e-02,4.892122562239997058e-02,-1.214550238496550812e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,-1.768679022789001465e+00,-1.775695919990539551e+00,4.198342263698577881e-01,4.232352674007415771e-01,1.128454446792602539e+00,1.119210839271545410e+00,3.997564315795898438e-02,0.000000000000000000e+00,3.241896629333496094e-03,0.000000000000000000e+00,-1.293897628784179688e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-6.314082433431913999e-02,-5.167039204064591967e-02,7.473940421148807765e-03,-5.365033731674002937e-02,1.060446423217769052e-01,3.132760880297894013e-02,-1.688115582753095881e-02,4.621684683321744536e-02,-9.360510751981158603e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,-1.765761852264404297e+00,-1.775695919990539551e+00,4.186374247074127197e-01,4.232352674007415771e-01,1.129874706268310547e+00,1.119210839271545410e+00,5.834341049194335938e-02,0.000000000000000000e+00,-2.393603324890136719e-02,0.000000000000000000e+00,2.840518951416015625e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-6.019194779736910389e-02,-5.141692814482651253e-02,-3.263485239517967523e-03,-3.865154469313710622e-02,1.038915569370673087e-01,3.784331573036725516e-02,-1.809860470768959520e-02,4.215952323555308828e-02,-1.390710833669868939e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,-1.763861775398254395e+00,-1.775695919990539551e+00,4.179190993309020996e-01,4.232352674007415771e-01,1.128455996513366699e+00,1.119210839271545410e+00,3.800153732299804688e-02,0.000000000000000000e+00,-1.436650753021240234e-02,0.000000000000000000e+00,-2.837419509887695312e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-4.360210150561497772e-02,-5.153595781430130723e-02,1.433545388484632269e-02,-7.595135585085970031e-02,1.017007386715667733e-01,4.082434981196678830e-02,-1.805091929535328904e-02,2.898078527420353337e-02,-2.077740800735885379e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,-1.759354591369628906e+00,-1.775695919990539551e+00,4.169966280460357666e-01,4.232352674007415771e-01,1.127407908439636230e+00,1.119210839271545410e+00,9.014368057250976562e-02,0.000000000000000000e+00,-1.844942569732666016e-02,0.000000000000000000e+00,-2.096176147460937500e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-2.613355653764491346e-02,-5.192529856020851320e-02,1.694725774920654085e-02,-8.256121098993340901e-02,9.543603155472622779e-02,5.010564573210827405e-02,-1.809104982426586530e-02,1.464697125041603161e-02,-4.071477201410712843e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,-1.753988027572631836e+00,-1.775695919990539551e+00,4.163864850997924805e-01,4.232352674007415771e-01,1.124471783638000488e+00,1.119210839271545410e+00,1.073312759399414062e-01,0.000000000000000000e+00,-1.220285892486572266e-02,0.000000000000000000e+00,-5.872249603271484375e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-1.401869636149769179e-03,-5.261792685198368735e-02,7.894558783864989715e-03,-5.495613567029907637e-02,9.371672981415100911e-02,6.382378299280019873e-02,-1.717681815808845547e-02,-4.157589171356433980e-03,-4.967375525650978563e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,-1.748782873153686523e+00,-1.775695919990539551e+00,4.156549870967864990e-01,4.232352674007415771e-01,1.122518301010131836e+00,1.119210839271545410e+00,1.041030883789062500e-01,0.000000000000000000e+00,-1.462996006011962891e-02,0.000000000000000000e+00,-3.906965255737304688e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.790372931684051580e-02,-5.239864065248975300e-02,1.958102238822703386e-02,-7.330886908519859690e-02,8.804453623369240534e-02,7.713835167008002702e-02,-1.631132959373834956e-02,-1.918349289519835979e-02,-6.432131586056244466e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,-1.742074728012084961e+00,-1.775695919990539551e+00,4.154873192310333252e-01,4.232352674007415771e-01,1.120571732521057129e+00,1.119210839271545410e+00,1.341629028320312500e-01,0.000000000000000000e+00,-3.353357315063476562e-03,0.000000000000000000e+00,-3.893136978149414062e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,3.232437602835314810e-02,-5.209128552167578002e-02,2.319835003710814063e-04,-4.224559962375050437e-02,8.531274281297536455e-02,9.292554190157907568e-02,-1.381420783069074384e-02,-2.990762813653406738e-02,-7.017469731088324392e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000888e-01,-1.734700441360473633e+00,-1.775695919990539551e+00,4.143298864364624023e-01,4.232352674007415771e-01,1.118714094161987305e+00,1.119210839271545410e+00,1.474857330322265625e-01,0.000000000000000000e+00,-2.314865589141845703e-02,0.000000000000000000e+00,-3.715276718139648438e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,4.192364694849600587e-02,-5.111031270338755456e-02,1.392940589303536154e-02,-5.790303892850905132e-02,7.887906238016376137e-02,1.095657415874451285e-01,-1.403856935970944006e-02,-3.647016596185852222e-02,-8.242936534995662368e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000222e-01,-1.726314783096313477e+00,-1.775695919990539551e+00,4.134544432163238525e-01,4.232352674007415771e-01,1.118074774742126465e+00,1.119210839271545410e+00,1.677131652832031250e-01,0.000000000000000000e+00,-1.750886440277099609e-02,0.000000000000000000e+00,-1.278638839721679688e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,4.215108769911977971e-02,-5.000387719572654821e-02,5.670606282174766970e-03,-2.775235323016319797e-02,7.796503553332240211e-02,1.272012529131134606e-01,-1.470335694124492651e-02,-3.601527933692905831e-02,-7.841308646775611846e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,-1.717373013496398926e+00,-1.775695919990539551e+00,4.122997820377349854e-01,4.232352674007415771e-01,1.119093179702758789e+00,1.119210839271545410e+00,1.788353919982910156e-01,0.000000000000000000e+00,-2.309322357177734375e-02,0.000000000000000000e+00,2.036809921264648438e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,3.054941671561275940e-02,-4.783663398177471354e-02,5.300993171952254890e-03,-4.502394374230089813e-02,7.363363329437720706e-02,1.443011930643546825e-01,-1.637188217939726520e-02,-2.682600965900294732e-02,-7.769283399772955456e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,-1.710257172584533691e+00,-1.775695919990539551e+00,4.116360843181610107e-01,4.232352674007415771e-01,1.120039701461791992e+00,1.119210839271545410e+00,1.423168182373046875e-01,0.000000000000000000e+00,-1.327395439147949219e-02,0.000000000000000000e+00,1.893043518066406250e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,1.595207936796521828e-02,-4.598631342762603269e-02,2.251898913263162758e-02,-8.036845056305078061e-02,6.900022898770044599e-02,1.526123341611942685e-01,-1.672141469624732063e-02,-1.492065697933775761e-02,-7.970870857789282005e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,-1.697100996971130371e+00,-1.775695919990539551e+00,4.101261496543884277e-01,4.232352674007415771e-01,1.120635032653808594e+00,1.119210839271545410e+00,2.631235122680664062e-01,0.000000000000000000e+00,-3.019869327545166016e-02,0.000000000000000000e+00,1.190662384033203125e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,3.618217387148863710e-03,-4.419309019765330082e-02,6.318153657543498780e-03,-4.853814713780309209e-02,6.634123747528344883e-02,1.743617708675270217e-01,-1.903878760123905653e-02,-4.651760914233854863e-03,-7.651146657746127344e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,-1.685921311378479004e+00,-1.775695919990539551e+00,4.093792438507080078e-01,4.232352674007415771e-01,1.120864868164062500e+00,1.119210839271545410e+00,2.235937118530273438e-01,0.000000000000000000e+00,-1.493811607360839844e-02,0.000000000000000000e+00,4.596710205078125000e-03,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-4.189450735860396867e-03,-4.206615402054476177e-02,1.242459099541582020e-03,-4.268127357233148650e-02,6.330966367398910277e-02,1.931580804147501607e-01,-1.955681138333573155e-02,1.999475339451320909e-03,-7.237540785254879816e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,-1.674438118934631348e+00,-1.775695919990539551e+00,4.084341526031494141e-01,4.232352674007415771e-01,1.120720863342285156e+00,1.119210839271545410e+00,2.296638488769531250e-01,0.000000000000000000e+00,-1.890182495117187500e-02,0.000000000000000000e+00,-2.880096435546875000e-03,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-6.948768719426010217e-03,-4.010950192566067884e-02,1.458783297908482039e-02,-7.867159825366830395e-02,5.799971843273121069e-02,2.084431044469333971e-01,-1.971419664643348987e-02,4.581030597494721926e-03,-7.566102670537667996e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000666e-01,-1.664392352104187012e+00,-1.775695919990539551e+00,4.073611795902252197e-01,4.232352674007415771e-01,1.120122551918029785e+00,1.119210839271545410e+00,2.009153366088867188e-01,0.000000000000000000e+00,-2.145946025848388672e-02,0.000000000000000000e+00,-1.196622848510742188e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,-4.750327542185943212e-03,-3.840374892682398011e-02,6.374927426444668491e-03,-7.093608080719900066e-02,5.743497621393763020e-02,2.149614134402025867e-01,-2.007086749163873238e-02,3.255315610119275359e-03,-6.709444800932586050e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-1.649974942207336426e+00,-1.775695919990539551e+00,4.072012007236480713e-01,4.232352674007415771e-01,1.112730741500854492e+00,1.119210839271545410e+00,2.883481979370117188e-01,0.000000000000000000e+00,-3.199577331542968750e-03,0.000000000000000000e+00,-1.478362083435058594e-01,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,3.181087126587680419e-02,-3.668088808879221840e-02,-5.216301202510046503e-03,3.266563819021298803e-02,4.447488295322034324e-02,2.299088801089179401e-01,-1.757081040352333548e-02,-2.141518514706182430e-02,-9.328794544934414235e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000044e+00,-1.636777281761169434e+00,-1.775695919990539551e+00,4.084209501743316650e-01,4.232352674007415771e-01,1.108449816703796387e+00,1.119210839271545410e+00,2.639532089233398438e-01,0.000000000000000000e+00,2.439498901367187500e-02,0.000000000000000000e+00,-8.561849594116210938e-02,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,6.246515796134033405e-02,-3.682135167351049954e-02,3.565344356473591075e-02,7.203345467378001743e-01,3.779363807667368569e-02,2.428607600778185938e-01,-9.642639172466851288e-03,-4.406503286014845644e-02,-1.129151732056544316e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,-1.636777281761169434e+00,-1.775695919990539551e+00,4.084209501743316650e-01,4.232352674007415771e-01,1.108449816703796387e+00,1.119210839271545410e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.565344356473591075e-02,7.203345467378001743e-01,3.779363807667368569e-02,2.108181023729858439e-01,-4.109617381335761883e-03,-4.849624962669215472e-02,-1.048838139969618666e-01,0.000000000000000000e+00,0.000000000000000000e+00
